White,Black/Afr.Amer.,Hispanic,Asian,Other/Mixed
White,0,0,-0.100937418837281,0,0
Black/Afr.Amer.,0,0,-0.136289150084386,0,0
Hispanic,0.104207999960185,0.136378047529294,0,0,0
Asian,0,0,0,0,0
Other/Mixed,-0.0755985045644965,0,0,0,0
