White,Black/Afr.Amer.,Hispanic,Asian,Other/Mixed
White,0,-0.829437863353651,-0.45935532078295,-0.527015483858937,0
Black/Afr.Amer.,0.829439943346914,0,0.370092852248309,0,0.569689335719423
Hispanic,0.459345217006998,-0.370077584027048,0,0,0
Asian,0.526956152838223,0,0,0,0
Other/Mixed,0,-0.569667723477518,0,0,0
