White,Black/Afr.Amer.,Hispanic,Asian,Other/Mixed
White,0,-0.089804332593946,0,0.165860034540446,-0.101230838351738
Black/Afr.Amer.,0.0898077475549675,0,0.0829395387552721,0.255667077121665,0
Hispanic,0,-0.0829335454482378,0,0.17273052380277,-0.0943604562852627
Asian,-0.165857555511995,-0.255661074203662,-0.172736323871802,0,-0.267085431931481
Other/Mixed,0.101231598744772,0,0.094363817224027,0.267090790910931,0
