White,Black/Afr.Amer.,Hispanic,Asian,Other/Mixed
White,0,0.0545013392858097,0.0533185774383305,0,0
Black/Afr.Amer.,-0.0545028581645835,0,0,0.222563800857891,0
Hispanic,-0.0533186340926798,0,0,0.223743673464652,0
Asian,-0.277064884617024,-0.22259653483857,-0.223737559198035,0,-0.280272444492564
Other/Mixed,0,0,0,0.280274443858517,0
