White,Black/Afr.Amer.,Hispanic,Asian,Other/Mixed
White,0,-0.118726137324633,0.0992468812551111,0,-0.089984360436417
Black/Afr.Amer.,0.118723532831043,0,0.217968693796807,0.325037990418699,0
Hispanic,-0.0992467196789177,-0.21796650806667,0,0,-0.189234580092362
Asian,0,-0.325061137063352,0,0,-0.296277007926382
Other/Mixed,0.0899856449780612,0,0.18923240101559,0.296297081179949,0
