White,Black/Afr.Amer.,Hispanic,Asian,Other/Mixed
White,0,0.0456503120342871,0.0350388620979649,0,0.0218538452764433
Black/Afr.Amer.,-0.0456503120342895,0,0,0,-0.0237964667578451
Hispanic,-0.0350388620979662,0,0,0,0
Asian,0,0,0,0,0
Other/Mixed,-0.0218538452764443,0.0237964667578441,0,0,0
