White,Black/Afr.Amer.,Hispanic,Asian,Other/Mixed
White,0,0.0840063084761893,0.046134467096633,0.265866687459613,0
Black/Afr.Amer.,-0.084005889691541,0,0,0.181860530844307,-0.0885323623362106
Hispanic,-0.0461341197107524,0,0,0.219731561574816,-0.050661183706573
Asian,-0.265871839941065,-0.18186460166232,-0.219736515202624,0,-0.270396828012106
Other/Mixed,0,0.0885336674253432,0.0506610031421076,0.270394090356758,0
