White,Black/Afr.Amer.,Hispanic,Asian,Other/Mixed
White,0,-0.662320977175915,0,-0.497301481776485,0
Black/Afr.Amer.,0.662327780695915,0,0.523288913632503,0,0.474316072894662
Hispanic,0,-0.523310470384671,0,0,0
Asian,0.497314513820644,0,0,0,0
Other/Mixed,0,-0.474245497046239,0,0,0
