"","Estimate","Std. Error","2.5 %","97.5 %","Pr(>|t|)","pAdj_bonf","pAdj_fdr"
"tv_time.65",9.54138423287544e-08,1.14256741755099e-07,-1.28676695996014e-07,3.19504380653522e-07,0.403782457461923,1,0.529283289049238
"video_time.65",2.92702058728458e-08,1.15022635537156e-07,-1.96322471820543e-07,2.54862883566235e-07,0.799159033308795,1,0.842524252170513
"videogames_time.65",-1.48161025292242e-07,1.16323160233784e-07,-3.76304408308532e-07,7.99823577240481e-08,0.202934366802799,1,0.388719350495503
"social_activities_time.65",2.1738378766055e-07,1.35254394991392e-07,-4.78892257199428e-08,4.82656801041042e-07,0.108182027609071,1,0.325127887922432
"tv_time.66",6.96748358213589e-08,7.63584852946762e-08,-8.00863664381247e-08,2.19436038080843e-07,0.361644237409159,1,0.50187363558822
"video_time.66",2.09093457920274e-07,7.69567801000207e-08,5.81588255042307e-08,3.60028090336317e-07,0.00665065324863121,1,0.310373407580147
"videogames_time.66",-1.34335211353574e-07,7.79446490711026e-08,-2.87207342191871e-07,1.85369194847218e-08,0.0849764698139723,1,0.310373407580147
"social_activities_time.66",9.66074918284825e-08,9.03462308344091e-08,-8.05877484537036e-08,2.73802732110669e-07,0.285077431214388,1,0.445638283277665
"tv_time.67",7.53059464609306e-08,7.84165160774578e-08,-7.84909590894126e-08,2.29102852011274e-07,0.337016692262925,1,0.482466001555345
"video_time.67",1.71640837146824e-07,7.89058358119478e-08,1.6884237583616e-08,3.26397436710033e-07,0.0297402076545792,1,0.310373407580147
"videogames_time.67",-6.51316536634937e-08,7.96839691892712e-08,-2.21414392253582e-07,9.11510849265947e-08,0.413822491798019,1,0.529283289049238
"social_activities_time.67",2.0901408149456e-07,9.30556562234747e-08,2.65056931215007e-08,3.9152246986762e-07,0.0248171588727391,1,0.310373407580147
