White,Black/Afr.Amer.,Hispanic,Asian,Other/Mixed
White,0,0.144715228015772,0,0.266566510879711,0
Black/Afr.Amer.,-0.144715267757189,0,-0.142935330771594,0,-0.143833888739707
Hispanic,0,0.142939656518871,0,0.264784983057105,0
Asian,-0.266551367510167,0,-0.264768551464968,0,-0.265661899917857
Other/Mixed,0,0.14383789874779,0,0.265681652000706,0
