"","Estimate","Std. Error","2.5 %","97.5 %","Pr(>|t|)","pAdj_bonf","pAdj_fdr"
"social_activities_time.10",-10.9210520532776,9.19945574812566,-28.9638608865779,7.12175678002269,0.235329573098084,1,0.590074398717683
"tv_time.11",-5.57761886311377,10.566057524798,-26.3006455873956,15.145407861168,0.597647139319019,1,0.821010211589763
"video_time.11",-17.9901894978069,10.6523486074724,-38.8824574370009,2.90207844138712,0.0914219086373119,1,0.460495539802756
"videogames_time.11",3.05220073966892,10.7424673062956,-18.0168154520959,24.1212169314337,0.776347466623413,1,0.937914117013264
"social_activities_time.11",-15.4115667939124,12.5255896720695,-39.9777901844713,9.15465659664659,0.218705693341058,1,0.566551891321599
"tv_time.12",-6.21601837216353,5.66106628458594,-17.3190119546887,4.88697521036164,0.272339238353925,1,0.632861668078167
"video_time.12",-6.3180976627253,5.73319325896998,-17.5625531701697,4.9263578447191,0.270600822256008,1,0.632861668078167
"videogames_time.12",-6.5986463448453,5.77473413681284,-17.9245755671193,4.72728287742869,0.253326220739963,1,0.609715996821825
"social_activities_time.12",-0.540293429532373,6.70581227740696,-13.6923370444242,12.6117501853595,0.935792204525821,1,0.963826364914714
"tv_time.13",8.39277635250388,10.0815213145494,-11.3800271351246,28.1655798401324,0.405242999998724,1,0.683630281542441
"video_time.13",-7.92353869942547,10.1977222886953,-27.9242461863782,12.0771687875272,0.437266845660458,1,0.707174621593438
"videogames_time.13",-14.8886802381643,10.3050261836954,-35.099841957479,5.32248148115041,0.148689878998792,1,0.505545588595891
"social_activities_time.13",-2.38904221424395,11.9345890895109,-25.7962520400005,21.0181676115126,0.841364134379546,1,0.937914117013264
"tv_time.14",1.89357065392931,2.74263341335669,-3.48552520208388,7.27266650994249,0.490019125219103,1,0.732336275052725
"video_time.14",2.10678564211069,2.76882842226948,-3.32368618825064,7.53725747247203,0.446820337754156,1,0.707174621593438
"videogames_time.14",-2.60515903198268,2.82310693224492,-8.14208668930855,2.93176862534319,0.356236414576182,1,0.659158535814432
"social_activities_time.14",2.24808285974132,3.22605678319538,-4.07914577724626,8.5753114967289,0.485986048500738,1,0.730321575647518
"tv_time.15",-8.11971219309883,4.02832249221697,-16.02042742627,-0.218996959927651,0.0439853163779448,1,0.435989196491928
"video_time.15",-2.25165440140254,4.06917512877821,-10.2324935691937,5.7291847663886,0.580096930491182,1,0.805032474967354
"videogames_time.15",2.12738049104953,4.1214681614239,-5.95602056457726,10.2107815466763,0.605799122084313,1,0.823300303019963
"social_activities_time.15",-6.29995159545709,4.76631389863518,-15.6480832055204,3.04818001460621,0.186415171699529,1,0.551140507633389
"tv_time.16",-9.78567147427025,7.0586095556923,-23.6296633963207,4.05832044778016,0.165814277378455,1,0.528333751139253
"video_time.16",12.442816577653,7.15577833878787,-1.59175166649552,26.4773848218016,0.0822334797639922,1,0.4600854023901
"videogames_time.16",-2.88394823588601,7.216783093587,-17.0381645957126,11.2702681239406,0.68948646231316,1,0.901636143024901
"social_activities_time.16",-11.6243051472162,8.3715650125355,-28.0433856324088,4.79477533797639,0.165143723675082,1,0.528333751139253
"tv_time.17",-0.470703283765783,2.25963605725516,-4.90251027556868,3.96110370803711,0.835011182238014,1,0.937914117013264
"video_time.17",-2.24923589271283,2.28501732349688,-6.73082296871543,2.23235118328977,0.325081202013025,1,0.654053415328346
"videogames_time.17",4.72588464762219,2.3117335474315,0.19189924506261,9.25987005018178,0.0410698754226888,1,0.435989196491928
"social_activities_time.17",-4.21690684246929,2.67173168145075,-9.45695384386906,1.02314015893049,0.114664004493937,1,0.479824757266935
"tv_time.18",-11.1857856299378,5.49693051640043,-21.9668695055505,-0.404701754325091,0.0420066886669334,1,0.435989196491928
"video_time.18",2.87838445831957,5.59044683952371,-8.08611220017677,13.8428811168159,0.606703619695978,1,0.823300303019963
"videogames_time.18",1.26637709811616,5.64890331944627,-9.81276976584263,12.345523962075,0.822642038420305,1,0.937914117013264
"social_activities_time.18",-12.6392451003133,6.53194754934105,-25.4502992314219,0.171809030795352,0.0531492158045363,1,0.435989196491928
"tv_time.19",-0.656658635259262,6.39765767297508,-13.2043074523279,11.8909901818094,0.91825979408588,1,0.953307877829616
"video_time.19",-15.4845322735814,6.40588309505809,-28.0483135117557,-2.92075103540719,0.0157380758576868,1,0.382579329323948
"videogames_time.19",8.03114376270228,6.51417543780134,-4.74502994093005,20.8073174663346,0.217785184039405,1,0.566551891321599
"social_activities_time.19",-8.19150577813961,7.58652873534511,-23.0708730681127,6.68786151183346,0.280401596137467,1,0.640917934028496
"tv_time.20",-12.4613669584084,12.7219855159641,-37.4127688146051,12.4900348977883,0.327457473655839,1,0.654053415328346
"video_time.20",-9.6789291411191,12.8038276799448,-34.7908465646147,15.4329882823765,0.449783858587003,1,0.707174621593438
"videogames_time.20",-1.43287407686083,12.8957329560166,-26.7250436687853,23.8592955150636,0.911539704901382,1,0.94995708710029
"social_activities_time.20",-9.04675061430556,15.0972380375989,-38.6566926097665,20.5631913811553,0.549093446154904,1,0.790974641584544
"tv_time.21",-7.10965308294729,4.44058058812904,-15.8188840901827,1.59957792428813,0.109538153151559,1,0.465537150894127
"video_time.21",-7.86104799993779,4.47573563587919,-16.6392279713571,0.917131971481484,0.0791951862190076,1,0.4600854023901
"videogames_time.21",0.620306093822762,4.51577054472052,-8.23639362575395,9.47700581339948,0.890758126358129,1,0.94995708710029
"social_activities_time.21",-8.50511440997753,5.26397381099431,-18.8292517668232,1.81902294686815,0.106329738928033,1,0.465537150894127
"tv_time.22",-11.6724674557919,13.3469954136974,-37.849817999549,14.5048830879652,0.381942265606925,1,0.66950663309849
"video_time.22",-18.0805401096114,13.5014948994667,-44.5609092034209,8.39982898419806,0.180691737609184,1,0.546090584774422
"videogames_time.22",25.8525917603199,13.6089190407757,-0.838467403932036,52.5436509245718,0.0576358922629746,1,0.435989196491928
"social_activities_time.22",-27.2413396234716,15.7883524188607,-58.2069032553241,3.72422400838095,0.0846268694904393,1,0.4600854023901
"tv_time.23",-8.44667332729307,12.9427660964401,-33.8310976571032,16.937751002517,0.514086352003555,1,0.755845879702524
"video_time.23",3.05472951078422,13.040374648549,-22.5211327919051,28.6305918134736,0.8148162460867,1,0.937914117013264
"videogames_time.23",-5.61149146934842,13.1504195871695,-31.4031830156843,20.1802000769875,0.669637389550415,1,0.884181407561713
"social_activities_time.23",-14.2120914117552,15.3551523073104,-44.3278872867066,15.9037044631962,0.354799549386575,1,0.659158535814432
"tv_time.24",-9.13510588011037,3.72546636574812,-16.4418346935569,-1.82837706666384,0.0142987614942204,1,0.382579329323948
"video_time.24",-1.19339846511835,3.77922165684386,-8.60555712164053,6.21876019140382,0.752207208236347,1,0.923632794866393
"videogames_time.24",0.558389614175111,3.80980226228484,-6.91374655092495,8.03052577927517,0.88349068135507,1,0.949839783907427
