White,Black/Afr.Amer.,Hispanic,Asian,Other/Mixed
White,0,-0.238358460890325,0,-0.732803702564904,0
Black/Afr.Amer.,0.238362600174098,0,0.337741650434588,-0.494443181331724,0
Hispanic,0,-0.33773883356233,0,-0.832181418446828,0
Asian,0.732826215513726,0.494462205974792,0.832198117255059,0,0.68786991326029
Other/Mixed,0,0,0,-0.687846547214504,0
