"Fitted values"	"Residuals"
1302647.57661055	87362.4233894536
1310442.25932075	140967.740679251
1369224.8831626	255835.1168374
1393116.85685243	324363.143147573
1621515.88026685	22694.1197331533
1626488.76095513	57811.2390448734
1576353.82973615	-93943.8297361498
1597267.36036779	-44217.3603677858
1386120.00166658	102089.998333416
1393025.46797886	122614.532021135
1320581.29208798	149088.707912024
1356193.87938165	109506.120618347
1415098.39039193	-127018.390391926
1401066.7614149	22563.2385851026
1419544.40198589	256585.598014112
1422524.33328416	164735.666715843
1581786.88030177	122273.119698233
1589517.79092249	29192.2090775085
1552981.27537871	-87431.2753787108
1557505.33315703	-104025.333157031
1612603.4361803	-241743.436180303
1585975.97638183	-287835.976381826
1486700.1408284	-216490.140828405
1482140.2285487	-172770.228548698
1410685.35630175	-213335.356301745
1417293.45723125	-229883.457231251
1479143.16509792	-130093.165097916
1464240.13089569	-44000.130895692
1551877.72817049	-93907.7281704897
1561201.63779011	7948.36220988578
1270096.90761634	167783.092383664
1290923.61013102	216596.389868978
1624477.92064516	-77827.9206451554
1641363.06181185	-167143.06181185
1389748.13310279	-65268.1331027874
1377577.89378261	-41707.893782609
1358687.64103683	-80807.641036828
1370935.30769339	-39345.3076933869
1439639.1488706	-39129.1488706005
1441914.99172609	71895.0082739054
1312972.64635759	-102442.646357593
1305322.41159804	-165252.411598044
1562641.02693319	-305061.026933188
1567403.55220936	-86673.5522093611
1468975.52092062	-62585.5209206194
1465494.54225741	-16314.5422574112
1530453.94117485	180086.058825153
1549393.27390784	124556.726092163
1506855.63207322	77474.3679267757
1517990.2202261	-52020.220226101
1587041.9950207	-127011.995020703
1595613.72239978	-141623.722399781
1429565.55394286	-30925.5539428595
1429747.76685547	-67317.7668554725
1530025.36305855	68314.6369414471
1547308.12176194	120861.878238055
1570547.36829743	-102117.368297432
1579069.17899376	2010.82100624481
1504430.04741781	101089.95258219
1520087.03134675	41092.9686532505
1581306.1986231	215683.801376902
1586782.60989515	39627.3901048457
1450462.43391614	137377.566083858
1450984.87062716	189565.129372837
1466277.79632102	-96627.7963210195
1449395.50334886	-49755.5033488601
1438809.50123789	-131099.501237886
1440388.95023008	-335408.950230079
1440996.93206754	260293.067932462
1440424.81373164	-49304.8137316443
1484764.62476357	90645.3752364329
1502860.99496642	91219.0050335809
1544912.09535956	120767.904640441
1560616.84449035	129503.155509648
1540926.93122621	46303.0687737862
1548714.03622426	85595.9637757373
1484871.42492054	-171151.424920539
1469254.93630475	-111904.936304745
1472323.02722166	-74153.0272216598
1479076.74024392	-308656.740243919
1570281.96860522	-49211.9686052248
1576554.25642632	-50244.2564263188
1431539.61173584	-82019.6117358367
1432095.4611643	-72615.461164303
1509494.10341783	-481574.103417827
1517131.35750085	-212961.357500851
1468635.2073281	-110785.207328098
1466091.45678573	-86491.4567857319
1304248.78095162	-130508.780951624
1310707.59120271	-86997.5912027145
1486112.06513126	74877.9348687424
1486406.66456634	104723.335433659
1343503.4246957	258326.575304299
1351778.23187095	238121.768129049
1525839.79097661	58390.2090233855
1517334.80822842	109475.191771576
1429994.9338618	-32544.9338617999
1422164.04937762	-64444.0493776209
1427853.78661972	180376.213380284
1426023.78617786	123036.213822144
1570107.5215328	24622.4784672035
1567849.3304533	41210.669546705
1382961.60944643	-153331.609446433
1391128.73252571	-107388.732525708
1504200.53106686	-62510.5310668597
1505635.23118603	574.768813974524
1419540.21897773	-145250.218977726
1416773.86871055	-48173.8687105545
1478485.048762	20474.9512380026
1488617.55305747	-2317.55305747059
1397692.71908808	-196632.719088079
1395664.12243488	137655.877565125
1486750.77975004	21139.2202499638
1486232.21771582	60507.7822841819
1550594.03933929	13065.9606607067
1562149.77184677	34770.2281532331
1609231.89349986	-129601.893499863
1624190.41170533	-155930.411705331
1548367.49074061	44852.5092593881
1535654.28154018	128135.718459823
1566019.850551	80480.1494490022
1579880.77729343	-17060.7772934318
1542240.73188329	-30900.7318832949
1547905.49630659	68604.5036934064
1462617.83958148	-73907.839581483
1463217.7764717	-37267.7764717011
1426033.32763517	164436.67236483
1413419.20826993	242670.791730068
1567082.02400771	236737.975992288
1578375.78927214	102364.210727859
1561003.49154719	-414013.491547191
1585643.21683748	-375233.216837477
1481674.45838106	-50794.4583810574
1485678.87403565	-20798.8740356497
1476879.70922842	86010.2907715789
1475433.64648862	61436.3535113751
1582301.05234005	13548.9476599538
1597334.9058932	121185.094106797
1286084.88747445	-97924.8874744452
1285205.51011409	-65675.5101140943
1471078.39584251	-79708.3958425072
1478980.16274516	-36230.1627451639
1549280.43750889	176609.562491111
1549758.38581287	219111.61418713
1425078.1079789	116151.892021103
1425718.88412616	159491.115873842
1369788.21013113	68341.7898688679
1355572.14815091	104827.851849093
1380319.09208988	-176759.09208988
1368732.25829627	-161002.25829627
1333265.91612918	14124.083870821
1320147.89890232	-35767.8989023153
1338535.29025655	302374.709743446
1353544.35965356	65035.6403464365
1317184.04956616	253955.950433843
1319379.30549013	167180.694509873
1318066.02645662	-23696.0264566162
1362211.08698402	-18861.0869840176
1532202.71506007	22377.2849399253
1551472.56390008	-21502.5639000814
1437265.58222896	222104.417771037
1440069.0889237	200730.911076301
1441528.60451147	55951.3954885333
1436866.99202641	195793.007973587
1576021.55223931	-118011.552239307
1574342.38444833	-131082.384448326
1562488.74086491	132121.259135092
1554153.43523255	92196.5647674518
1465016.02751597	-102186.027515969
1468759.01983777	-15859.0198377684
1527598.37364819	-99068.3736481857
1509653.45811954	-77843.45811954
1414389.26300111	-25219.2630011138
1419110.57140778	-16010.5714077793
1599546.15909167	-132496.15909167
1593404.97275656	-119244.972756563
1569579.39535603	-155259.395356028
1534339.07087558	-46249.0708755826
1296163.85845449	-175143.858454495
1309392.33854205	-166992.338542049
1272792.17636096	-64952.1763609612
1285165.17485687	-77925.1748568672
1404967.82884239	-90177.82884239
1407829.32188442	-121869.321884419
1538018.36925537	-322998.369255372
1528248.31222604	63301.6877739567
1470032.93239703	-86342.9323970349
1479087.56813434	-97847.5681343379
1463970.59088708	4559.40911292182
1465402.67240356	106017.327596442
1342908.13605064	-151018.136050642
1375186.50888395	-261066.508883952
1442731.03650998	70838.963490021
1427577.6962477	141762.303752295
1520548.66780251	70001.3321974867
1516590.31135307	19249.6886469346
1298926.72661671	-114296.726616715
1297782.5902615	-143172.590261502
1430164.50646803	-29674.5064680338
1441140.02074015	-37110.0207401505
1462653.95374951	-23983.9537495074
1451348.58610535	1521.41389465116
1478173.11500544	-157873.115005445
1472341.47527666	-49181.4752766595
1465101.75782575	-79811.7578257495
1466861.83882201	-40371.8388220107
1539455.15271389	75324.8472861107
1524840.50625914	143559.49374086
1594503.907075	-4603.90707499843
1597773.8916056	-46273.8916056027
1445875.21102759	-32985.2110275927
1433990.74427575	17659.2557242505
1386030.00332595	-5650.00332594819
1396904.71502073	-357154.715020733
1542625.57734806	-112885.577348058
1537487.60830424	37452.391695757
1298619.16086671	-113689.160866714
1323094.92008258	-92104.9200825806
1476402.85444672	-268312.854446725
1462772.0766605	-323842.0766605
1552833.15494767	337056.845052329
1550118.74616615	281831.253833847
1407509.6407865	79640.3592135025
1383478.91199045	132551.088009546
1552196.53744672	-84676.5374467178
1550912.64231525	-91102.6423152514
1408397.23482176	42302.7651782426
1426685.44025715	76424.5597428549
1487800.85231416	160179.147685837
1390474.27217416	286095.727825838
1378495.80859199	-9675.80859198919
1383728.69392341	-41448.693923405
1478344.88756765	-163204.887567654
1473321.74606684	-61241.7460668399
1543783.00335396	-197153.003353956
1543054.02869618	-16314.0286961836
1356380.31814728	49529.6818527203
1345668.45352854	88341.5464714629
1276638.41059095	-81968.4105909524
1264977.45371299	-42797.453712993
1460320.84936976	-2910.84936976485
1463422.86632674	145847.133673256
1560007.43581207	37302.5641879302
1579864.27366803	122325.726331974
1461528.62117381	82241.3788261876
1459340.53631338	166039.463686616
1460495.93293594	-145275.932935937
1460996.53883129	-163956.538831288
1562285.70907285	-142735.709072855
1584069.61780403	-143379.617804032
1390812.07064706	185217.929352944
1401382.56692048	259547.433079518
1291392.23277095	37497.7672290522
1261334.63658937	141925.363410635
1416404.53546567	-340874.535465674
1413649.65704216	-70369.6570421627
1345248.4478109	-620457.447810898
1310274.44495863	-185834.444958627
1411919.98582568	-110289.985825676
1461144.02915078	-149324.029150779
1420066.499898	-68856.4998979997
1417951.00407911	-27741.0040791129
1544645.52447921	-110395.52447921
1567928.05229939	-36788.0522993886
1445244.00518885	26455.9948111469
1453232.5898381	-52082.5898381041
1469004.45609734	-151754.45609734
1473755.45205798	-152445.452057978
1518988.94947685	-128068.949476852
1520197.11670864	-199927.116708642
1423490.05855534	185549.941444661
1427178.0788105	258531.921189497
1512178.08996839	-69488.0899683911
1530487.58513851	-2387.58513851268
1514556.33612964	29813.6638703557
1528550.39307256	5459.60692743862
1600766.79246048	54483.2075395248
1581339.88906955	100230.110930452
1368035.60353059	-113905.603530587
1373017.12136213	-105777.121362135
1555615.24909964	208694.75090036
1563934.08921672	221175.910783275
1441372.63525657	174207.364743429
1466310.67281795	165429.327182051
1444977.83131859	119182.168681414
1443868.22884532	99271.7711546767
1409021.91450917	-6561.91450917386
1417459.30184352	-218539.301843522
1517489.83853488	4660.16146512049
1508815.44779927	53164.5522007291
1474166.1170476	-187396.117047602
1476802.07457427	-89602.0745742677
1611810.26044229	119849.739557713
1613969.47327374	76180.5267262582
1468449.98501937	34510.0149806323
1489637.97051248	50832.0294875236
1372116.85007341	-4746.85007340864
1353298.82426767	87421.1757323252
1477995.71662035	108494.283379649
1477038.89965487	112871.10034513
1486299.9571567	-19209.957156704
1483589.67360198	22000.3263980198
1546443.61677821	-14963.6167782125
1551409.92687457	-3599.9268745725
1300524.7213754	-40614.7213754036
1307920.3909254	-64860.3909254049
1560261.35682711	317558.643172888
1569143.87517484	338786.124825163
1570738.06823268	-391298.068232683
1573039.50272027	-200709.502720265
1458823.65274493	-215893.652744932
1450542.64888296	-172902.64888296
1539814.11146614	-350264.111466139
1526927.12280188	-88607.1228018817
1439620.11102523	190749.888974769
1442799.02718086	76540.972819144
1460517.87817798	-60337.8781779813
1468866.15507365	17403.8449263467
1412729.33098119	306890.669018809
1407186.21840093	259533.781599068
1622310.21778034	-97010.2177803373
1620039.27996849	-198129.279968486
1554806.32902202	19423.6709779816
1577986.99278651	-119896.992786512
1562004.09293746	9135.90706253779
1561794.79927663	20255.2007233685
1582856.39424346	-3766.39424346282
1585195.88635038	-55075.8863503817
1463578.1953093	24831.8046906996
1459284.78747781	-37064.7874778114
1421049.49891932	119970.501080684
1425412.53110576	150307.468894244
1575340.05893832	78999.9410616816
1586945.51463353	57824.4853664738
1408653.96318792	-87333.9631879216
1426661.73319173	25928.2668082737
1509136.38917897	42323.6108210296
1505199.36306959	45540.6369304071
1560397.43981563	-208457.439815631
1557771.64399829	-112861.64399829
1296542.62287555	7457.37712445098
1299573.4951656	105226.504834398
1481946.67466178	-179536.674661784
1469671.52508429	-42071.5250842895
1447732.91328265	306617.086717351
1442677.78960467	127052.210395331
1375541.51150215	96618.4884978532
1390236.17800032	100473.821999678
1458814.10155648	176235.898443516
1473613.06876818	161536.931231817
1566252.53103593	42617.4689640671
1570495.49799133	26144.5020086696
1593563.58731861	-111133.58731861
1602641.08467987	-119711.084679872
1430113.44531365	-18653.4453136471
1457828.61165222	-6918.61165221572
1398506.70445275	-37496.7044527499
1406332.36161402	56337.6383859844
1549265.87048	-49255.8704799992
1544722.94809762	-33522.9480976218
1300193.15438055	100856.845619452
1297614.61692686	156035.383073141
1385128.29335055	270161.706649448
1399873.71814563	165106.281854366
1456792.40906295	-76782.4090629513
1452629.34894685	-70909.3489468494
1601087.62925099	-38887.6292509882
1599038.70103446	7411.29896553506
1431615.21293333	-305365.212933331
1432721.15186469	-311001.15186469
1491554.25391788	48285.7460821202
1495414.75293718	110285.247062822
1402609.47119711	101150.528802886
1388355.94592148	75284.0540785249
1349998.45219582	-373933.45219582
1326190.47934215	-70260.4793421456
1431110.61369964	56639.3863003592
1438133.15812065	48066.8418793454
1456546.97597514	49603.024024856
1441318.13894871	102341.86105129
1553585.6792702	-50635.6792701991
1554493.60546472	84846.3945352821
1567962.54428448	22257.4557155174
1567191.33199097	48408.6680090288
1438131.53792036	142548.462079642
1441281.03685308	198688.963146921
1415819.93501042	192810.064989584
1433029.2891121	152080.710887904
1415586.62499413	93093.375005868
1406534.56559156	221525.434408439
1552845.63001576	94384.3699842445
1554442.9293056	82347.0706944002
1552981.54390947	-89151.5439094734
1569987.51663766	-44217.5166376616
1536080.47554689	93359.5244531056
1542800.15318721	138169.846812786
1470586.46430576	-82096.4643057592
1457923.59320616	-138813.593206163
1328014.82224093	-27794.8222409331
1334476.59888665	-401275.598886649
1599108.19037241	60951.8096275942
1583678.33900908	210031.660990924
1434408.72097787	194711.279022127
1438602.37847647	123427.621523534
1573185.27351065	-170755.27351065
1578858.27280242	-85378.2728024191
1381234.48071476	156345.519285236
1365803.92040675	174546.079593254
1470448.41354721	-107798.413547209
1440659.45452117	-86199.4545211743
1449220.67326329	-120210.673263287
1438321.86304127	-153991.863041266
1575117.67979335	177622.320206651
1581635.32923862	168194.670761382
1394134.56311204	54925.4368879577
1388335.01385769	59484.9861423051
1568836.73934205	154793.260657955
1575265.43273936	185264.567260635
1442371.81527234	-58891.8152723424
1422472.05186489	12917.9481351073
1438814.28164283	-103724.281642828
1417201.97706199	-132931.977061994
1341674.57501821	-34164.5750182068
1325591.42075037	100358.579249633
1441418.85884091	39721.1411590923
1447768.7519715	66011.2480284982
1594124.34671263	100785.653287367
1607084.36585539	44505.63414461
1539627.85129807	-272497.851298073
1515666.93903356	-80246.9390335556
1542562.6243125	-42092.6243125005
1543880.25997969	52039.740020308
1589917.91741241	221962.082587588
1563679.20214523	324650.79785477
1379975.82389277	-48945.8238927738
1404932.06116742	-83152.0611674234
1573721.13956639	75238.8604336095
1571598.73387811	61941.2661218919
1515629.45774603	-134989.457746034
1502047.74594103	-64757.7459410327
1458565.71762451	-88225.7176245068
1464936.64802938	40513.3519706166
1543138.59161216	-31078.5916121625
1552133.29183989	-31373.2918398882
1461896.94253642	46303.057463576
1445291.26727386	135718.732726139
1353554.39597244	-56844.3959724361
1354874.8168361	67785.183163901
1567544.03445595	3225.96554405214
1557504.55758902	174005.442410981
1525714.65386028	175175.34613972
1528165.19144467	257404.808555329
1530657.47846849	-127887.478468494
1537165.09489318	-107415.094893184
1646308.88163643	-35388.8816364274
1644725.91287829	-60745.9128782937
1595810.87511059	7189.1248894101
1593884.83479928	14995.1652007215
1541435.02360599	-7295.02360599346
1536106.74575068	-39346.7457506819
1490521.66385211	-45501.663852114
1474425.9806943	17064.0193057038
1439637.32476054	101502.675239456
1424954.49089625	61875.5091037513
1573705.8946147	1934.10538530425
1589362.94246217	-69212.9424621732
1428252.74969586	35897.2503041392
1444686.46132188	-486483.461321884
1465124.48200038	110415.517999624
1455604.07108861	140205.928911392
1579610.74916535	-61760.7491653517
1579731.36280735	39838.6371926537
1550438.71115367	-20348.7111536736
1574168.03232072	4431.96767927585
1354805.44389941	-139295.443899415
1360436.6084641	-121366.608464099
1472059.17683784	-224919.176837836
1475568.39635733	-385328.396357328
1531270.77091555	-328520.770915555
1530053.55477482	-217753.554774816
1531373.09447061	-94283.0944706124
1526042.21023922	-40352.2102392239
1579075.56851343	-27015.5685134286
1585451.62349334	19348.3765066582
1510758.90234569	-152968.902345694
1536846.97807539	-369506.978075392
1467868.3950803	-83758.3950802951
1481685.39257764	-20375.3925776397
1550461.27160754	-122471.271607544
1554705.91360762	-193445.913607622
1530434.36896149	-52854.3689614868
1543856.03843246	-96616.0384324565
1632397.37465809	-60567.3746580889
1615275.9836958	57924.016304205
1567633.489046	308206.510954003
1573903.01140193	500336.988598069
1462901.45789619	-132541.457896193
1450055.28430387	-90215.2843038714
1394492.50992819	-13602.5099281888
1372671.01808726	135208.981912741
1472207.18620378	-61407.1862037846
1477836.13171761	-36126.1317176149
1544161.25991941	-56621.2599194092
1515334.62369593	-75744.6236959258
1347847.44678403	66442.5532159701
1340635.67156226	103094.328437736
1430042.29809676	-151092.298096764
1419937.27283411	-51957.2728341108
1538193.15137652	-61663.1513765154
1554063.86737027	-79603.8673702704
1434890.59451853	152989.405481472
1434548.01538305	222301.984616953
1346714.65180838	239675.348191618
1384981.6675316	-104701.667531597
1519521.57734889	107888.422651113
1517025.29714423	111334.702855771
1491298.08854658	128381.911453419
1612512.9303851	21247.0696149012
1452348.1147791	108491.885220897
1463386.06613026	82943.93386974
1277953.31768854	-83023.3176885366
1276838.93775195	-60798.9377519528
1368320.15250556	-77690.1525055555
1358358.9513175	-33028.951317496
1533745.82604365	-72215.8260436543
1579744.84339582	-101114.843395822
1475570.64530635	-56880.645306352
1479419.23555488	-24749.2355548805
1562100.87096605	-152050.870966055
1564766.8833331	-122236.8833331
1406287.33569533	173212.664304665
1409628.80871401	117581.191285985
1506788.29748623	-172598.297486233
1528740.61292749	-147070.612927486
1581584.60483501	-198064.604835011
1585930.99592282	-183190.995922817
1444671.39153779	-133841.391537791
1434163.85754816	-76233.8575481597
1422598.91634144	139331.08365856
1439643.00203135	55486.9979686456
1593857.11261775	77472.8873822538
1595743.54979096	114126.45020904
1645272.86474511	-245122.864745115
1636781.92341767	12598.0765823251
1570369.24936723	102320.750632771
1586951.21647204	178048.783527964
1477277.91371426	-24087.9137142562
1477104.60252131	985.397478692753
1584348.5952592	245101.404740798
1584574.58606522	192525.413934783
1432476.04777136	-4276.04777136215
1436293.34537896	56626.6546210424
1321045.71948288	-132825.719482879
1310124.77722614	-81154.7772261365
1449346.40818372	9063.59181628442
1468228.77806316	25241.221936841
1435574.92257187	-193514.922571867
1427576.71438322	-138506.714383221
1400454.34930538	65035.6506946191
1403739.31016941	45800.6898305852
1424595.79007161	61454.2099283922
1429717.24804829	38112.751951708
1595535.85590215	21574.1440978542
1579532.01084878	113037.98915122
1496946.26392417	6013.73607582975
1529478.33371488	-1268.33371487656
1461500.4816027	-156160.481602704
1483859.17005594	-270439.170055936
1456933.1678101	37926.8321898981
1469688.93836098	49531.061639016
1436374.39092388	14735.609076116
1451285.65184883	89844.3481511732
1471750.21281489	-639397.212814888
1467250.028354	-182960.028353997
1547952.98875038	133797.011249623
1542199.4342662	130310.565733799
1610435.65060906	-26395.6506090572
1616243.43143735	-4963.43143735273
1569688.21661439	245561.78338561
1577511.18825884	252548.811741165
1452540.94839244	-185880.948392442
1476798.59729546	-324128.597295458
1380339.29257318	30860.7074268236
1378719.29361404	71240.7063859648
1556598.47500189	112441.524998109
1581782.88347082	74887.1165291762
1606483.73719932	21296.2628006767
1607093.09407795	31846.9059220513
1590248.19059412	76651.8094058779
1587457.15341387	167572.846586134
1468790.89780638	-159220.897806381
1459371.41879913	-187351.418799126
1563142.81887779	-139432.818877786
1564544.30426636	-76614.3042663607
1463648.17267962	121061.82732038
1482564.72336749	63975.2766325092
1413468.23576503	243611.764234971
1411721.16125939	-139971.161259394
1561640.40426643	308459.595733572
1565824.46063467	216315.539365326
1485839.82130238	-147369.821302384
1495679.34390612	-128449.343906117
1406596.24138861	69673.7586113927
1409953.59474466	89266.4052553422
1421091.26541308	-13761.2654130836
1426030.0527217	-5350.05272170449
1467874.37600714	-192934.376007144
1469573.38329907	-182213.383299072
1541918.74372756	-145478.743727563
1545241.45407344	-72491.4540734406
1390750.81818657	-92340.8181865706
1402084.68043267	-104864.680432665
1478513.6795824	-95253.6795824019
1472457.83833023	-81147.8383302328
1595384.65052748	36075.3494725221
1573212.61428435	139497.385715646
1429486.28310983	-67696.2831098328
1425590.19660483	-72660.1966048278
1518483.55467742	22806.445322576
1533210.77723879	40169.2227612118
1452596.86285073	4333.13714927319
1443129.33918899	135480.660811012
1407029.12837795	-98539.1283779545
1411560.07422887	-99810.074228867
1573445.65038777	-98825.6503877679
1572906.15389338	-60066.1538933813
1413365.2115868	-342735.211586803
1413820.01393245	-5280.01393244977
1601823.01406476	-234253.014064762
1616551.62116958	-103831.621169576
1549947.26088877	-149037.260888773
1542503.55164719	-140453.55164719
1513869.76686882	-248149.766868824
1506317.8214087	-482177.821408702
1439060.71536205	215499.284637948
1433792.29531866	213007.704681342
1428302.41724461	-354872.41724461
1411264.88645949	-103784.886459489
1408125.03717246	38784.9628275355
1418085.26806815	1674.73193184994
1282186.69829676	-199906.698296761
1282040.88144178	-118290.88144178
1449670.16902371	31659.8309762928
1454131.58837044	57218.4116295556
1416334.78710426	86485.2128957354
1409296.88618032	114193.113819682
1498868.06238707	-91558.062387074
1504355.40672207	-96955.4067220684
1572642.57887079	-91522.5788707875
1574331.65724007	44608.3427599279
1578529.530428	146590.469572002
1570655.46781432	115354.532185683
1555828.11127626	147311.888723737
1549835.58261179	142534.417388207
1579389.06517658	-15079.0651765754
1570895.64763227	49004.3523677318
1506323.12463151	-137253.124631507
1506438.9266949	-133958.926694902
1558410.15178334	-116980.151783337
1582144.45502145	-86234.4550214516
1403305.2108295	81674.7891704974
1405819.38012363	32620.6198763693
1400817.3243465	-28927.3243465045
1431608.70293978	-32818.7029397783
1423845.98265858	60634.0173414206
1415364.30549871	101545.694501293
1562465.75562228	260524.24437772
1567512.06462744	338587.935372557
1515507.64507696	-152877.645076959
1522770.49139665	-131870.491396647
1579305.16892969	-197865.168929694
1582239.42420302	-207469.424203021
1473574.53361397	-177794.533613967
1485597.4820587	-336107.482058696
1504007.52349349	-26477.5234934911
1500097.52949985	-7877.52949984727
1532076.76932455	77393.230675449
1524152.11232749	123087.887672513
1335590.7968499	58179.2031500968
1373426.6765565	262873.323443498
1440306.5264448	52393.4735552028
1442434.2280945	47495.7719054978
1585843.46139129	-63413.4613912924
1583812.80708252	13707.1929174751
1448170.36427614	62519.6357238578
1452272.90545906	99077.0945409401
1334783.42052003	-247043.420520028
1344098.87884979	-289268.878849787
1588773.9910417	-135973.991041701
1589550.41800267	-14630.4180026687
1536976.97647457	70583.023525432
1541226.47497894	91733.5250210648
1383711.2473133	64088.7526866994
1373618.07306153	49751.9269384692
1468863.00232416	132156.997675836
1450356.68371358	192043.316286422
1431679.22739315	-167909.227393151
1427552.96672666	-391152.966726659
1494718.9851056	-15648.9851056016
1468064.45642024	2425.54357975891
1439192.8536074	131547.146392605
1450186.39685135	86803.6031486516
1510667.38741799	125072.612582011
1518970.36842469	155339.631575305
1311728.48200517	37571.5179948325
1290867.86100601	66512.1389939892
1436684.9654315	-92204.9654314994
1425685.2561947	-133175.256194698
1616529.30910053	-57999.3091005332
1624261.59996888	-44181.5999688778
1585274.4230834	21745.5769165958
1577998.61254133	18661.3874586702
1543527.1392895	-49997.1392895007
1562961.04839191	28418.951608094
1449013.09913118	145016.900868817
1447249.6247557	186210.375244297
1587644.82832347	-106264.828323469
1587982.82331864	-39552.8233186402
1405185.38024889	104454.619751105
1398643.97996018	54526.0200398238
1399032.20213246	-15752.2021324633
1393793.2607503	39496.7392497015
1619238.14921171	106791.850788286
1605782.62817406	247467.371825937
1447287.62721217	136602.372787834
1437762.52023215	130557.479767848
1461534.86482165	-64244.8648216496
1511881.73002291	-79991.7300229056
1512182.02552132	285077.974478677
1525688.51459884	272391.485401157
1471852.0166704	-147162.016670395
1471495.53352612	-120375.533526122
1565202.7485293	-216182.748529302
1547233.35324425	-344493.353244252
1545027.18074788	48602.8192521191
1565522.95351585	33837.0464841504
1573125.70220774	22844.2977922552
1571164.34757276	126495.652427238
1510749.56816939	78780.431830606
1544675.04655985	29614.9534401541
1402792.87604185	-219622.876041855
1378942.01896896	-134272.018968963
1366718.29781984	-131388.297819841
1357083.17041924	70726.829580761
1466228.48302316	-11108.4830231592
1464142.75272716	20297.2472728407
1402667.29058069	-576741.290580687
1385831.57606057	-584262.576060574
1508055.64102888	-29185.6410288781
1535818.07008673	-64798.0700867273
1581905.64133199	-44155.6413319881
1546914.95292421	56205.047075793
1521246.42241864	236173.57758136
1529456.6826262	-27186.6826261997
1564801.54602683	-244701.546026833
1575163.49209837	-107913.492098374
1552260.32529032	-27930.3252903155
1566283.07453798	-35693.0745379819
1435704.61342048	117625.38657952
1444914.08589011	63275.9141098871
1573070.66429042	-291680.664290422
1574450.21838616	-262500.21838616
1592893.34198666	86286.6580133388
1588260.79798583	62009.2020141746
1497903.09088981	11906.9091101902
1494148.31781306	93851.6821869354
1513215.97821935	-24735.9782193469
1526100.34943807	58699.6505619259
1533701.97197534	60778.0280246632
1535101.08247875	41888.9175212536
1666942.75955551	-2902.75955550949
1564837.03002446	191982.96997554
1413649.53787601	205370.462123986
1397212.86414285	181457.135857146
1565470.07376319	112309.926236812
1584008.11303362	88531.8869663816
1444459.36702621	-162229.367026214
1461377.48147619	-174427.481476191
1466379.23959373	-272949.239593725
1440938.51152344	-148308.511523443
1562127.59992389	-13707.5999238855
1564253.59894025	-18473.5989402495
1514835.96623889	-22655.9662388929
1525185.50210235	-19465.5021023507
1563525.90014109	16594.0998589099
1564750.41712893	3479.58287107077
1457421.41664125	82218.5833587537
1453468.96695623	170591.033043766
1651121.47678081	-271561.476780814
1648222.09011172	-326002.090111716
1451864.99417896	29505.0058210397
1482613.65635703	41146.3436429688
1361735.08376871	36094.916231288
1343337.4714371	104172.528562904
1522733.55102563	-42793.5510256336
1512621.2069186	-22251.2069186049
1482604.78100758	-121764.781007582
1473215.90425807	-187695.904258075
1381733.5821454	-129543.582145399
1377791.08734202	-92131.0873420171
1449077.69861297	-51757.6986129743
1445202.28032578	-37492.2803257764
1637332.95903068	-129292.959030681
1637626.14358806	170953.856411944
1486732.84340709	-364642.843407093
1488522.24139769	-343102.241397687
1585095.84780486	39494.152195136
1599022.20098343	16267.7990165729
1575606.388771	-30726.3887709967
1582345.74535137	-52815.7453513743
1352871.76955008	-19121.7695500833
1366868.27156601	37031.7284339919
1439313.04068358	-228983.040683576
1448951.37002694	-259261.370026939
1320358.47187859	-94408.471878593
1284228.69760409	-26638.6976040938
1455667.856592	-148447.856592005
1463603.70432689	70536.2956731114
1435985.87399536	22194.1260046446
1439081.85091354	-54711.8509135439
1279766.66087157	29113.3391284253
1255756.63631667	65333.3636833316
1574187.33677563	56212.6632243732
1592756.82675671	21793.1732432853
1275125.68534225	94264.3146577471
1263262.33064295	132127.669357049
1457305.22871585	-60175.2287158482
1469483.88837279	-4463.88837279302
1409170.87105656	-53000.8710565587
1435246.06620897	-17976.0662089704
1587523.37844372	5776.62155627673
1595997.78765335	34962.2123466504
1478990.28634929	-96090.2863492933
1461629.3063254	-140899.306325404
1558034.75015968	4125.24984031809
1583670.54112348	-16600.5411234847
1554946.39134146	-298266.391341461
1560722.80679309	-714948.806793088
1440996.07813084	-134436.078130843
1425030.23170432	-160280.231704319
1416998.04794073	-36408.0479407339
1458570.84065027	-3970.84065027132
1612339.08245146	-158889.082451455
1621025.65462972	159724.345370282
1315252.59617132	-273962.596171317
1323491.51317893	-269791.513178932
1448793.27416676	45636.7258332443
1447972.96717458	65287.0328254176
1389654.23892227	191865.761077731
1391775.99135117	211754.008648831
1331455.29328252	39954.706717481
1328980.23764807	-231590.237648066
1275110.62884369	29839.3711563134
1305412.92840307	-21832.9284030686
1419314.88188012	-157904.881880119
1434885.49418759	-181025.494187586
1435324.29666489	-165534.296664893
1435595.34309119	7964.65690880851
1601559.96137255	239520.038627448
1599287.52063249	156892.479367512
1578288.96930114	-37088.969301142
1584558.50807779	-17768.5080777857
1460747.7353515	-18417.7353515043
1471032.52110982	14717.4788901823
1360865.7731712	23454.2268288005
1354473.89802137	49006.101978632
1331118.36927352	-65378.3692735205
1335150.36921553	-7710.36921552987
1551519.57977598	-18609.5797759782
1555249.38903532	-69139.3890353186
1557379.19027415	92560.8097258467
1565001.20358976	80058.7964102359
1473278.31287368	-128338.31287368
1491962.40124214	-94182.4012421355
